tweet_id,tweet_text,class_label
1111514055804665856,Nurse-in-Charge at Muchadziya clinic in #Chimanimani shows the hospital records that were damaged by the #CycloneIdai waters that went into the clinic after damaging the roof. #zimbabwe @SavetheChildren @ReddBarna @SaveUKNews @ESASavechildren @save_children,infrastructure_and_utility_damage
1108369950647959552,"Cyclone Idai death toll to exceed 500, Zimbabwes military says + 100s of bodies of missing Zimbabweans wash up in Mozambique + Mass burials continue, one woman saw 70 burials in one day #CycloneIdaiZW Read:  Watch @shingainyokas haunting report:",injured_or_dead_people
1108631299068252161,"@sparkomat Is the 217 death toll in Mozambique official? If so it means more people died in Zimbabwe than at the heart of the cyclone right? #Zimbabwe, we need to up our game when it comes to saving lives.",injured_or_dead_people
1106556930636595200,"@CSChiwanza Tropical cyclone Idai battered Mozambiques coastal city of Beira leaving its 530,000 residents cut off Friday after power cables were downed and communications severed FOLLOWING NATIONWIDE FLOODING that killed 66 people.",infrastructure_and_utility_damage
1108602208520757248,"Hundreds have died and a half million people are waiting for food and water in Mozambique. Cyclone Idai hit Southern African countries a week ago, but rescue efforts are still ongoing and aid is desperately needed.",injured_or_dead_people
1116316002810236928,#CycloneIdai caused huge rock slides that smashed through towns and sent rivers of hot mud into homes. Almost entire mountains slipped in Chimanimani Zimbabwe ἟F἟C,infrastructure_and_utility_damage
1108818349805498368,#CycloneIdai We have engineers and we are planning to build all the damaged bridges,infrastructure_and_utility_damage
1108290416355524609,"#CycloneIdai has devastated communities in #Mozambique, #Zimbabwe, and #Malawi - the death toll in Mozambique alone could rise above 1,000. @CARE staff is on the ground and working to ensure our response meets people’s needs.  @CAREECSARegion @NosbachMarc",injured_or_dead_people
1108811441497350145,@263Chat @edmnangagwa @InfoMinZW Lets hope and Pray that all the donations being made find their way to the #CYCLONEIDAI victims not to end up being diverted by Fatcats.,not_humanitarian
1106841302501593089,"19 killed, Beira city shut off as tropical cyclone slams Mozambique Tropical cyclone Idai battered central Mozambique on Friday killing at least 19 people and cutting off more than half a million people in one of the country’s largest cities Beira.",injured_or_dead_people
1111337397550268417,@giftsiziba93 @Wamagaisa @DougColtart @advocatemahere @cdesetfree @hwendec @BvondoChidziva ARMCHAIR critics from the leafy suburbs of Harare are now in the forefront of spreading heresy &amp; blatant lies to cause confusion &amp; despondency on the distribution of relief aid to the victims of #CycloneIdai. I challenge them to go to Ngangu &amp; Copa to assist. @CharityMaodza,not_humanitarian
1107656149648789504,This is the Buzi district in Mozambique after #CycloneIdai. Thousands of people have had to cling to trees and climbed onto roofs in an effort to try stay afloat. Hundreds of people are feared dead. #PrayForMozambique,injured_or_dead_people
1111510527161843712,Another school in Beira completely destroyed by #CycloneIdai,infrastructure_and_utility_damage
1108954298040246273,The death toll from a cyclone that smashed into Mozambique and Zimbabwe has risen to more than 300. #CycloneIdai. @DasenThathiah #Liveat5 Courtesy #DStv403,injured_or_dead_people
1106973145737691136,"Tropical cyclone #Idai has left at least 31 people dead in eastern #Zimbabwe, the government said on Saturday, continuing a trail of destruction across southeast #Africa.  #CycloneIdai",injured_or_dead_people
1108227041126727681,"὆4 126 people have been killed ⛺ 80,000 people displaced Cyclone Idai has affected over 1 million people. We are working with local partners in Malawi &amp; Zimbabwe to provide emergency assistance. Stand with us and donate:",injured_or_dead_people
1111942563144048640,"In Mozambique, tens of thousands of people are displaced and the number of cholera cases is skyrocketing in the aftermath of Cyclone Idai.",displaced_people_and_evacuations
