tweet_id,tweet_text,class_label
1003436237078847489,Marylands not the best place to be right now. I hate the rain &amp; the potential damage its causing on #EllicottCity again.,not_humanitarian
1001435373476700160,Man still missing after Maryland flash flood. Two floods in two years in Ellicott City have residents wondering whether to rebuild.  #flooding #Maryland,missing_or_found_people
1001462070267834373,Flash flooding in Maryland causes serious damage. READ MORE:,infrastructure_and_utility_damage
1002978325269286917,"Temple Hills (Camp Springs), Maryland: 1 person killed and 1 person injured. Full report:",injured_or_dead_people
1001486280025411585,Latest: Maryland flooding: Drone footage shows extent of damage in Ellicott City,infrastructure_and_utility_damage
1001323269918679040,RT @HomefrontHugs: #MissingAirman #Maryland #USAF #NationalGuard #MemorialDay help RT and find him please!  http,missing_or_found_people
1001530613692817408,"RT @AP: BREAKING: Police say body found in Patapsco River is Eddison Hermond, who was reported missing in Maryland flash floods.",injured_or_dead_people
1001420066141999104,Missing guardsman from Maryland swept away in Flood Waters while attempting to help people. We are all praying for his safe return,missing_or_found_people
1001467861745917952,"COMING UP: @CBSThisMorning reports from Maryland with damage from flash flooding and along the Gulf Coast, where people are evacuating ahead of the first named storm of the season.",infrastructure_and_utility_damage
1001183782718922753,Ellicott City aftermath: Flooding hammers residents reeling from 2016  YOU SHALL KNOW MY WRATH MYSTERY BABYLON!!! @NYCityCenter @WSJPolitics @WorldBank @IMF_Group @nytimes @CNN @NewYork_SEC YOU WILL KNOW MY NAME IS THE LORD!,not_humanitarian
1001372103885705216,"@reden419 Had some rain — pretty bad in Maryland Not bad where I am. Had no cookouts, but at least we weren’t swimming up and down our streets like some neighboring areas. Hope U had a nice weekend! U able to cook out? Our local pools opened, but don’t think too many kids went. ὡ8ὠD",not_humanitarian
1001236424891469825,"RT @NBCNightlyNews: Flash floods ravage Ellicott City, Maryland; National Guardsman goes missing.",missing_or_found_people
1001671995132661761,"A National Guard Member Died While Trying To Help Rescue Someone During The Maryland Flash Floods  Okay kiddos, its Friday and the start of Memorial Day weekend. Lets get the hate out of our hearts. Focus on the positives #RIPEddisonHermond",injured_or_dead_people
1001253451257516032,DML TV: Aerial footage shows damage after flooding rips through Maryland city  via @realDennisLynch,infrastructure_and_utility_damage
1002051520689463296,RT @TIME: Body found in the search for a National Guardsman swept away in the Maryland flash floods,missing_or_found_people
1001629976557432832,"Body Of Missing National Guardsman Found After Flooding In Maryland Town Eddison Hermond was last seen helping a woman with a cat escape Ellicott City’s floodwaters, police said.  via @HuffPost",missing_or_found_people
1001206843753074688,"@RyanHillMI @realDonaldTrump There’s flooding in more places than Maryland sir. There are natural disasters happening all over as we speak. However, this is not the time. This is the Memorial Day speech. Keep it simple.",not_humanitarian
1001144314897018880,"One man is still missing after flash flooding tore down historic Main Street in Ellicott City, Maryland over the weekend",missing_or_found_people
1004570968394752000,National Guardsman Killed in Flash Flood to Be Laid to Rest by THE ASSOCIATED PRESS via NYT,injured_or_dead_people
1001523591056379904,Very sad news. Eddison Hermond was attempting to rescue a shopkeeper when he got swept away and has now been found dead. He was also a National Guardsman and Air Force veteran. It seems he never stopped trying to help people and serve others.,injured_or_dead_people
1002279312312229891,"#Pennsylvania had the highest average number of deaths per year from #carbonmonoxide with 75 fatalities in the 2011-2015 period of any state. This number was 10 in #Maryland, 8 in #Virginia, and 6 in WestVirgina. @eparegion3  #fatalities #healthyhomes",injured_or_dead_people
1001386251319238656,"Ellicott City flood: Man missing after 1,000-year torrents devastate Maryland",missing_or_found_people
1001221314336706560,"Footage of flooding in Ellicott City, Maryland courtesy of Zach Landow.",infrastructure_and_utility_damage
1002006761795129344,"Marylands Democratic candidates for governor focused much of their second televised debate Wednesday on painful recent events in the state, including the death of a Baltimore County police officer and devastating flooding in Ellicott City.",injured_or_dead_people
1001232053893988359,Gut-wrenching devastation | An exclusive walk down Main Street in Ellicott City after catastrophic flooding (Via WUSA9),infrastructure_and_utility_damage
1001497630403366913,Search crews in Maryland are trying to find a National Guardsman who was whisked away by flash floods while trying to help someone 9&amp;10 News,missing_or_found_people
1001423059365056512,RT @TODAYshow: Desperate search continues for National Guardsman swept away in Maryland floods,missing_or_found_people
1001281739233247232,RT @WashTimes: Officials search for missing National Guardsman swept away in Ellicott City flood.  #EllicottCityFlood,missing_or_found_people
1004283209167745024,"3 Staff Hospitalized After Disturbance at Juvenile Facility: Three people were hospitalized, more were injured and eight young people are in police custody after a disturbance at a Maryland juvenile treatment center that the state has singled out for",injured_or_dead_people
1001443078169939968,Proponents of green building already know how impervious surfaces create stormwater issues downstream. Sadly this is contributing to the extreme flooding in Maryland.,not_humanitarian
1003948803278372866,@InezFeltscher @SebGorka Our last Governor of Maryland (OMalley) taxed our rain water. You couldnt harvest rain water in barrels to water your garden. How would you even police that?,not_humanitarian
1001350585185112065,@mandycrn It’s better than nothing. My niece and her family live in Ellicott City Maryland. They narrowly avoided flooding in their house with stacks of sandbags. In the 2015 flood their basement filled up with floodwater.,not_humanitarian
